[2026-05-11 21:53:27] #0006/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:04:26] #4177/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 17:05:43] #4184/04689 | true=lying | pred=lying | ✓ | ent=0.261 conf=0.950 gap=0.922
[2026-05-12 17:06:05] #4186/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:06:12] #4187/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:06:14] #4188/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:07:35] #4196/04689 | true=lying | pred=lying | ✓ | ent=0.873 conf=0.600 gap=0.280
[2026-05-12 17:07:38] #4197/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:07:41] #4198/04689 | true=lying | pred=lying | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 17:08:14] #4200/04689 | true=lying | pred=lying | ✓ | ent=1.007 conf=0.650 gap=0.400
[2026-05-12 17:08:16] #4201/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:08:19] #4202/04689 | true=lying | pred=lying | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 17:08:30] #4203/04689 | true=lying | pred=lying | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 17:08:40] #4204/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:08:49] #4205/04689 | true=lying | pred=lying | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 17:08:53] #4206/04689 | true=lying | pred=lying | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 17:09:47] #4210/04689 | true=lying | pred=lying | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 17:09:50] #4211/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:10:54] #4216/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 17:11:35] #4219/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:11:46] #4221/04689 | true=lying | pred=lying | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 17:12:23] #4225/04689 | true=lying | pred=lying | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 17:12:29] #4226/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:13:09] #4230/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:13:15] #4231/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:13:31] #4233/04689 | true=lying | pred=lying | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 17:13:37] #4234/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:14:04] #4236/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 17:14:28] #4239/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 17:14:36] #4240/04689 | true=lying | pred=lying | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 17:15:18] #4244/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:15:46] #4247/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:16:06] #4249/04689 | true=lying | pred=lying | ✓ | ent=0.351 conf=0.920 gap=0.870
[2026-05-12 17:16:59] #4256/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:17:16] #4259/04689 | true=lying | pred=lying | ✓ | ent=1.089 conf=0.400 gap=0.100
[2026-05-12 17:18:43] #4262/04689 | true=lying | pred=lying | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 17:18:45] #4263/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:18:59] #4264/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:19:12] #4265/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:19:39] #4267/04689 | true=lying | pred=lying | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 17:20:03] #4269/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:20:06] #4270/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 17:20:27] #4272/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:21:04] #4276/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:21:12] #4277/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:21:49] #4279/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:23:32] #4288/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:24:09] #4291/04689 | true=lying | pred=lying | ✓ | ent=0.745 conf=0.800 gap=0.720
[2026-05-12 17:24:22] #4292/04689 | true=lying | pred=lying | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 17:25:18] #4297/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:25:23] #4298/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:25:30] #4299/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 17:26:07] #4301/04689 | true=lying | pred=lying | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 17:26:22] #4303/04689 | true=lying | pred=lying | ✓ | ent=0.844 conf=0.800 gap=0.750
[2026-05-12 17:26:53] #4306/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:27:18] #4307/04689 | true=lying | pred=lying | ✓ | ent=0.672 conf=0.800 gap=0.670
[2026-05-12 17:27:39] #4309/04689 | true=lying | pred=lying | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 17:27:53] #4310/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 17:28:08] #4312/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:28:35] #4314/04689 | true=lying | pred=lying | ✓ | ent=0.386 conf=0.900 gap=0.830
[2026-05-12 17:28:39] #4315/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:29:26] #4319/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:29:36] #4320/04689 | true=lying | pred=lying | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 17:30:40] #4324/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:30:44] #4325/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:31:04] #4326/04689 | true=lying | pred=lying | ✓ | ent=1.176 conf=0.670 gap=0.550
[2026-05-12 17:32:06] #4331/04689 | true=lying | pred=lying | ✓ | ent=0.827 conf=0.770 gap=0.620
[2026-05-12 17:32:55] #4336/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:33:03] #4337/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 17:33:25] #4339/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:33:33] #4340/04689 | true=lying | pred=lying | ✓ | ent=0.867 conf=0.750 gap=0.600
[2026-05-12 17:33:44] #4341/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 17:33:48] #4342/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:33:57] #4343/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:34:00] #4344/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:34:20] #4345/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:34:39] #4347/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:35:06] #4348/04689 | true=lying | pred=lying | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 17:36:22] #4353/04689 | true=lying | pred=lying | ✓ | ent=1.261 conf=0.600 gap=0.400
[2026-05-12 17:36:38] #4355/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:36:44] #4356/04689 | true=lying | pred=lying | ✓ | ent=0.390 conf=0.930 gap=0.920
[2026-05-12 17:37:09] #4359/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:37:20] #4360/04689 | true=lying | pred=lying | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 17:37:32] #4361/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:37:42] #4362/04689 | true=lying | pred=lying | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 17:37:52] #4363/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 17:37:54] #4364/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:38:10] #4365/04689 | true=lying | pred=lying | ✓ | ent=1.197 conf=0.650 gap=0.500
[2026-05-12 17:38:13] #4366/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:38:15] #4367/04689 | true=lying | pred=lying | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 17:38:19] #4368/04689 | true=lying | pred=lying | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 17:38:44] #4371/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:38:47] #4372/04689 | true=lying | pred=lying | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 17:39:08] #4374/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 17:40:06] #4379/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:40:57] #4383/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 17:41:31] #4384/04689 | true=lying | pred=lying | ✓ | ent=0.390 conf=0.930 gap=0.920
[2026-05-12 17:41:34] #4385/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:41:37] #4386/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 17:42:15] #4389/04689 | true=lying | pred=lying | ✓ | ent=0.605 conf=0.840 gap=0.750
[2026-05-12 17:42:17] #4390/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:43:19] #4397/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:43:32] #4398/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 17:43:42] #4400/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:44:30] #4404/04689 | true=lying | pred=lying | ✓ | ent=0.638 conf=0.800 gap=0.650
[2026-05-12 17:44:41] #4405/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 17:44:50] #4406/04689 | true=lying | pred=lying | ✓ | ent=0.822 conf=0.800 gap=0.720
[2026-05-12 17:45:00] #4407/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:45:27] #4410/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:45:51] #4411/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 17:46:09] #4413/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:46:34] #4416/04689 | true=lying | pred=lying | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 17:46:58] #4417/04689 | true=lying | pred=lying | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 17:47:03] #4418/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 17:47:08] #4419/04689 | true=lying | pred=lying | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 17:47:19] #4420/04689 | true=lying | pred=lying | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 17:48:18] #4425/04689 | true=lying | pred=lying | ✓ | ent=0.821 conf=0.790 gap=0.710
[2026-05-12 17:48:23] #4426/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:48:53] #4429/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 17:48:57] #4430/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 17:49:14] #4432/04689 | true=lying | pred=lying | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 17:49:55] #4438/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:50:19] #4439/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:50:34] #4440/04689 | true=lying | pred=lying | ✓ | ent=0.679 conf=0.850 gap=0.800
[2026-05-12 17:50:42] #4442/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:51:01] #4444/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:51:30] #4448/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:51:40] #4449/04689 | true=lying | pred=lying | ✓ | ent=0.613 conf=0.850 gap=0.800
[2026-05-12 17:51:50] #4450/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:51:58] #4451/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:52:45] #4455/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:52:58] #4457/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:53:10] #4458/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 17:53:32] #4460/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:53:45] #4461/04689 | true=lying | pred=lying | ✓ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 17:53:58] #4462/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 17:54:31] #4465/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 17:54:50] #4466/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 17:54:56] #4467/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:55:06] #4468/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:55:41] #4470/04689 | true=lying | pred=lying | ✓ | ent=0.517 conf=0.850 gap=0.730
[2026-05-12 17:56:10] #4473/04689 | true=lying | pred=lying | ✓ | ent=0.788 conf=0.800 gap=0.710
[2026-05-12 17:56:22] #4474/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 17:56:42] #4476/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:56:57] #4477/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:57:18] #4480/04689 | true=lying | pred=lying | ✓ | ent=0.251 conf=0.950 gap=0.930
[2026-05-12 17:58:30] #4485/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:58:34] #4486/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:58:48] #4488/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:58:51] #4489/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 17:58:54] #4490/04689 | true=lying | pred=lying | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 17:59:03] #4491/04689 | true=lying | pred=lying | ✓ | ent=0.857 conf=0.600 gap=0.250
[2026-05-12 17:59:07] #4492/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:59:12] #4493/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:59:34] #4494/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 17:59:48] #4495/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:00:05] #4496/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:01:27] #4503/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:01:37] #4504/04689 | true=lying | pred=lying | ✓ | ent=0.552 conf=0.850 gap=0.750
[2026-05-12 18:01:51] #4505/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:02:03] #4506/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 18:02:40] #4510/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 18:03:15] #4514/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:03:20] #4515/04689 | true=lying | pred=lying | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 18:03:50] #4519/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:04:17] #4521/04689 | true=lying | pred=lying | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 18:04:20] #4522/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:04:29] #4523/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:04:39] #4525/04689 | true=lying | pred=lying | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 18:05:18] #4528/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:05:29] #4529/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:05:36] #4530/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 18:05:52] #4531/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:06:17] #4533/04689 | true=lying | pred=lying | ✓ | ent=1.623 conf=0.400 gap=0.150
[2026-05-12 18:06:55] #4535/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:06:57] #4536/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:07:34] #4539/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:07:38] #4540/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:07:49] #4541/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:08:32] #4545/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:08:41] #4546/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:09:17] #4550/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:09:32] #4553/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:10:28] #4558/04689 | true=lying | pred=lying | ✓ | ent=0.827 conf=0.800 gap=0.730
[2026-05-12 18:10:43] #4559/04689 | true=lying | pred=lying | ✓ | ent=0.651 conf=0.850 gap=0.800
[2026-05-12 18:11:00] #4562/04689 | true=lying | pred=lying | ✓ | ent=1.329 conf=0.480 gap=0.170
[2026-05-12 18:11:11] #4563/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 18:11:52] #4566/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:12:07] #4569/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:12:25] #4571/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:12:41] #4572/04689 | true=lying | pred=lying | ✓ | ent=0.638 conf=0.800 gap=0.650
[2026-05-12 18:12:45] #4573/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:13:25] #4578/04689 | true=lying | pred=lying | ✓ | ent=0.683 conf=0.850 gap=0.800
[2026-05-12 18:13:33] #4579/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 18:14:08] #4584/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:14:24] #4585/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:15:25] #4589/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:15:47] #4591/04689 | true=lying | pred=lying | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 18:15:58] #4593/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:16:14] #4595/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:16:33] #4597/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:16:57] #4599/04689 | true=lying | pred=lying | ✓ | ent=0.405 conf=0.900 gap=0.830
[2026-05-12 18:17:19] #4601/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:17:31] #4603/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:17:56] #4605/04689 | true=lying | pred=lying | ✓ | ent=0.251 conf=0.950 gap=0.930
[2026-05-12 18:18:42] #4610/04689 | true=lying | pred=lying | ✓ | ent=0.498 conf=0.850 gap=0.730
[2026-05-12 18:18:47] #4611/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:18:55] #4612/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 18:19:27] #4615/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 18:19:59] #4618/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:20:02] #4619/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:20:06] #4620/04689 | true=lying | pred=lying | ✓ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 18:20:26] #4622/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 18:20:36] #4623/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:21:09] #4627/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:22:22] #4633/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:22:28] #4634/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:23:19] #4639/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:23:36] #4641/04689 | true=lying | pred=lying | ✓ | ent=0.654 conf=0.850 gap=0.800
[2026-05-12 18:23:47] #4643/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:24:00] #4644/04689 | true=lying | pred=lying | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 18:24:11] #4645/04689 | true=lying | pred=lying | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 18:25:14] #4653/04689 | true=lying | pred=lying | ✓ | ent=0.582 conf=0.850 gap=0.770
[2026-05-12 18:25:22] #4654/04689 | true=lying | pred=lying | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 18:25:30] #4655/04689 | true=lying | pred=lying | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 18:26:06] #4658/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:26:33] #4660/04689 | true=lying | pred=lying | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 18:26:52] #4662/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:26:58] #4663/04689 | true=lying | pred=lying | ✓ | ent=0.668 conf=0.850 gap=0.800
[2026-05-12 18:27:11] #4664/04689 | true=lying | pred=lying | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 18:27:17] #4665/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:27:43] #4668/04689 | true=lying | pred=lying | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 18:28:58] #4674/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:29:26] #4676/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:31:02] #4681/04689 | true=lying | pred=lying | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 18:31:17] #4682/04689 | true=lying | pred=lying | ✓ | ent=0.358 conf=0.900 gap=0.810
[2026-05-12 18:31:49] #4686/04689 | true=lying | pred=lying | ✓ | ent=0.329 conf=0.930 gap=0.900
